ID,Education,Group_Age,Marital_Status,Income,Income_Class,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,NumOfPurchases,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Accepted_Rate,num_children,total_Mnt,has_children,AcceptedCmp6,Age_Group,Frequency,Monetary,Income_Score,R,F,M,I,RFMI_SCORE,RFMI_score,RFMI_Segment
3136,High Education,Old,Single,59432.0,Middle,0,1,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,19,0,0,0,0,0,62,0,1,663,1,0,Old,22,663,4,1,4,4,4,1444,1444,Low
8737,Middle Education,Adult,Single,55563.0,Middle,0,1,05-04-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,5,0,0,0,0,0,46,0,1,43,1,0,Adult,6,43,3,4,1,1,3,4113,4113,High
11088,High Education,Adult,Together,78642.0,Upper,0,1,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,17,0,0,0,0,0,53,0,1,1816,1,0,Adult,18,1816,5,1,4,5,5,1455,1455,Low
716,High Education,Old,Together,67911.0,Middle,0,1,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,24,0,0,0,0,0,75,0,1,976,1,0,Old,27,976,4,2,5,4,4,2544,2544,Medium
466,Middle Education,Old,Married,65275.0,Middle,0,0,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,20,0,0,0,0,0,80,0,0,746,0,0,Old,21,746,4,5,4,4,4,5444,5444,High
9135,Middle Education,Old,Together,27203.0,Lower,1,1,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,4,0,0,0,0,0,74,0,2,64,1,0,Old,6,64,1,1,1,2,1,1121,1121,Low
10623,High Education,Old,Together,48330.0,Middle,0,1,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,4,0,0,0,0,0,63,0,1,32,1,0,Old,5,32,3,5,1,1,3,5113,5113,High
8151,Low Education,Young,Married,24279.0,Lower,0,0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,8,0,0,0,0,0,34,0,0,263,0,0,Young,9,263,1,5,2,3,1,5231,5231,High
5140,High Education,Young,Married,64355.0,Middle,1,0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,19,0,0,0,0,0,39,0,1,1445,1,0,Young,21,1445,4,2,4,5,4,2454,2454,Medium
10160,High Education,Old,Together,50943.0,Middle,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,4,0,0,0,0,0,68,0,1,46,1,0,Old,5,46,3,3,1,1,3,3113,3113,High
4945,Middle Education,Old,Single,53653.0,Middle,0,0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,26,0,0,0,0,0,71,0,0,1210,0,0,Old,28,1210,3,4,5,5,3,4553,4553,High
10584,Middle Education,Adult,Married,65665.0,Middle,0,1,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,23,0,0,0,0,0,48,0,1,945,1,0,Adult,24,945,4,2,5,4,4,2544,2544,Medium
6071,Middle Education,Young,Single,81217.0,Upper,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,21,0,0,0,0,0,35,0,0,1157,0,0,Young,22,1157,5,2,4,4,5,2445,2445,Medium
3386,Middle Education,Young,Married,34935.0,Lower,0,0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,7,0,0,0,0,0,32,0,0,137,0,0,Young,8,137,2,2,2,2,2,2222,2222,Medium
8939,Middle Education,Old,Single,61250.0,Middle,0,1,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,19,0,0,0,0,0,65,0,1,730,1,0,Old,25,730,4,3,5,4,4,3544,3544,High
9925,High Education,Young,Together,39665.0,Middle,1,0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,9,0,0,0,0,0,43,1,1,216,1,0,Young,12,216,2,1,2,3,2,1232,1232,Low
4320,Middle Education,Adult,Single,60152.0,Middle,0,1,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,22,0,0,0,0,0,45,0,1,943,1,0,Adult,23,943,4,5,5,4,4,5544,5544,High
5389,Middle Education,Adult,Married,48920.0,Middle,0,2,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,13,0,0,0,0,0,60,1,2,347,1,0,Adult,16,347,3,1,3,3,3,1333,1333,Low
6036,High Education,Old,Together,89120.0,Upper,0,0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,18,1,0,0,0,0,65,1,0,1924,0,0,Old,19,1924,5,2,4,5,5,2455,2455,Medium
182,High Education,Old,Together,44124.0,Middle,0,1,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,13,0,0,0,0,0,78,0,1,397,1,0,Old,17,397,2,2,3,3,2,2332,2332,Medium
203,High Education,Adult,Single,81169.0,Upper,0,0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,21,0,0,0,0,0,49,0,0,2089,0,0,Adult,22,2089,5,3,4,5,5,3455,3455,High
11025,Middle Education,Old,Married,36443.0,Middle,1,1,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,7,0,0,0,0,0,63,0,2,138,1,0,Old,11,138,2,5,2,2,2,5222,5222,High
10203,Middle Education,Young,Single,26095.0,Lower,1,0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,4,0,0,0,0,0,34,0,1,42,1,0,Young,5,42,1,2,1,1,1,2111,2111,Medium
4607,Middle Education,Old,Together,71367.0,Upper,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,16,0,0,0,0,0,65,0,0,777,0,0,Old,17,777,4,4,3,4,4,4344,4344,High
3711,High Education,Old,Married,80184.0,Upper,0,0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,19,1,1,0,0,0,80,2,0,1902,0,0,Old,20,1902,5,5,4,5,5,5455,5455,High
3696,Middle Education,Adult,Single,30630.0,Lower,1,1,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,5,0,0,0,0,0,59,0,2,52,1,0,Adult,7,52,1,2,1,1,1,2111,2111,Medium
2532,High Education,Young,Single,73454.0,Upper,0,0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,12,0,0,0,0,0,37,1,0,1651,0,0,Young,13,1651,5,1,3,5,5,1355,1355,Low
9214,Middle Education,Young,Married,42691.0,Middle,0,0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,12,0,0,0,0,0,33,0,0,358,0,0,Young,13,358,2,3,3,3,2,3332,3332,High
4943,Middle Education,Old,Married,70503.0,Upper,0,0,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,15,1,0,0,0,0,71,2,0,1727,0,0,Old,16,1727,4,2,3,5,4,2354,2354,Medium
35,Middle Education,Young,Married,25545.0,Lower,1,0,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,7,0,0,0,0,1,37,1,1,210,1,1,Young,10,210,1,4,2,3,1,4231,4231,High
2258,Middle Education,Young,Married,32880.0,Lower,1,0,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,4,0,0,0,0,0,38,0,1,42,1,0,Young,5,42,2,2,1,1,2,2112,2112,Medium
4322,High Education,Old,Together,77863.0,Upper,0,0,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,19,0,0,0,0,0,66,0,0,1291,0,0,Old,20,1291,5,4,4,5,5,4455,4455,High
713,High Education,Adult,Married,50353.0,Middle,0,0,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,14,0,0,0,0,0,47,0,0,442,0,0,Adult,15,442,3,2,3,3,3,2333,2333,Medium
4702,Middle Education,Adult,Single,61839.0,Middle,0,0,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,16,0,0,0,0,0,60,0,0,1895,0,0,Adult,17,1895,4,4,3,5,4,4354,4354,High
3281,High Education,Old,Married,49154.0,Middle,1,1,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,13,0,0,0,0,0,64,0,2,411,1,0,Old,19,411,3,2,4,3,3,2433,2433,Medium
702,Low Education,Adult,Single,47682.0,Middle,0,1,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,15,0,0,0,0,0,49,0,1,521,1,0,Adult,19,521,3,1,4,3,3,1433,1433,Low
2004,Middle Education,Adult,Single,72679.0,Upper,0,1,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,16,0,0,0,0,0,55,0,1,1168,1,0,Adult,17,1168,5,2,3,4,5,2345,2345,Medium
4769,High Education,Adult,Together,57954.0,Middle,1,1,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,16,0,0,0,0,0,47,1,2,493,1,0,Adult,23,493,3,3,5,3,3,3533,3533,High
4437,Middle Education,Old,Married,65316.0,Middle,1,1,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,10,0,0,0,0,0,62,0,2,260,1,0,Old,12,260,4,2,2,3,4,2234,2234,Medium
8724,Middle Education,Young,Single,28567.0,Lower,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,5,0,0,0,0,0,42,0,1,46,1,0,Young,7,46,1,3,1,1,1,3111,3111,High
10741,High Education,Old,Together,47352.0,Middle,0,1,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,12,0,0,0,0,0,73,0,1,319,1,0,Old,16,319,3,2,3,3,3,2333,2333,Medium
1991,Middle Education,Adult,Together,44931.0,Middle,0,1,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,6,0,0,0,0,0,57,0,1,96,1,0,Adult,7,96,3,5,1,2,3,5123,5123,High
6931,Middle Education,Adult,Single,76982.0,Upper,0,0,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,15,1,0,0,0,1,57,2,0,1062,0,1,Adult,16,1062,5,5,3,4,5,5345,5345,High
11096,Low Education,Old,Together,57247.0,Middle,0,1,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,10,0,0,0,0,0,72,0,1,232,1,0,Old,12,232,3,3,2,3,3,3233,3233,High
304,High Education,Young,Single,22944.0,Lower,1,0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,6,0,0,0,0,0,43,0,1,76,1,0,Young,9,76,1,2,2,2,1,2221,2221,Medium
3665,Low Education,Adult,Together,25315.0,Lower,1,0,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,6,0,0,0,0,0,47,0,1,54,1,0,Adult,9,54,1,3,2,1,1,3211,3211,High
10591,Middle Education,Adult,Single,43638.0,Middle,0,1,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,9,0,0,0,0,0,55,0,1,201,1,0,Adult,11,201,2,4,2,3,2,4232,4232,High
5036,High Education,Young,Single,42710.0,Middle,1,0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,12,0,0,0,0,0,40,0,1,406,1,0,Young,14,406,2,4,3,3,2,4332,4332,High
5547,High Education,Young,Married,84169.0,Upper,0,0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,19,1,0,0,0,1,42,3,0,1919,0,1,Young,20,1919,5,5,4,5,5,5455,5455,High
7822,Middle Education,Adult,Together,54058.0,Middle,0,1,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,18,0,0,0,0,0,48,0,1,662,1,0,Adult,20,662,3,3,4,4,3,3443,3443,High
8541,Low Education,Young,Married,24683.0,Lower,1,0,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,6,0,0,0,0,0,34,0,1,41,1,0,Young,8,41,1,1,2,1,1,1211,1211,Low
10955,Middle Education,Adult,Single,85620.0,Upper,0,0,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,13,0,0,0,0,1,60,1,0,1600,0,1,Adult,14,1600,5,2,3,5,5,2355,2355,Medium
4368,Middle Education,Young,Married,47850.0,Middle,1,0,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,7,0,0,0,0,0,44,0,1,134,1,0,Young,8,134,3,2,2,2,3,2223,2223,Medium
9671,Middle Education,Adult,Married,19514.0,Lower,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,6,0,0,0,0,1,56,2,2,69,1,1,Adult,10,69,1,3,2,2,1,3221,3221,High
2256,High Education,Adult,Married,27159.0,Lower,1,1,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,4,0,0,0,0,0,51,0,2,21,1,0,Adult,6,21,1,4,1,1,1,4111,4111,High
4279,Low Education,Old,Single,39548.0,Middle,1,1,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,5,0,0,0,0,0,61,0,2,54,1,0,Old,7,54,2,1,1,1,2,1112,1112,Low
5371,Middle Education,Young,Single,21474.0,Lower,1,0,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,6,0,0,0,0,1,35,2,1,91,1,1,Young,8,91,1,5,2,2,1,5221,5221,High
9240,High Education,Adult,Single,60504.0,Middle,0,1,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,16,0,0,0,0,0,53,0,1,526,1,0,Adult,18,526,4,2,4,3,4,2434,2434,Medium
9460,Middle Education,Old,Married,22419.0,Lower,0,0,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,7,0,0,0,0,0,61,0,0,162,0,0,Old,8,162,1,2,2,2,1,2221,2221,Medium
9504,High Education,Old,Married,81698.0,Upper,0,0,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,24,0,0,0,0,1,75,1,0,1008,0,1,Old,25,1008,5,5,5,4,5,5545,5545,High
8692,Middle Education,Old,Together,43462.0,Middle,1,1,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,10,0,0,0,0,0,72,0,2,240,1,0,Old,16,240,2,3,3,3,2,3332,3332,High
448,High Education,Adult,Single,54880.0,Middle,1,0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,19,0,0,0,0,0,46,0,1,795,1,0,Adult,21,795,3,3,4,4,3,3443,3443,High
8314,Middle Education,Young,Married,79908.0,Upper,0,0,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,18,1,0,0,0,0,42,1,0,1772,0,0,Young,19,1772,5,4,4,5,5,4455,4455,High
8420,Low Education,Adult,Married,15315.0,Lower,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,6,0,0,0,0,0,54,0,0,64,0,0,Adult,8,64,1,4,2,2,1,4221,4221,High
3174,Middle Education,Old,Together,87771.0,Upper,0,1,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,19,1,1,1,0,1,65,5,1,1957,1,1,Old,20,1957,5,2,4,5,5,2455,2455,Medium
7685,Middle Education,Adult,Married,33039.0,Lower,1,0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,6,0,0,0,0,0,46,0,1,78,1,0,Adult,7,78,2,5,1,2,2,5122,5122,High
3179,Middle Education,Young,Single,81741.0,Upper,0,0,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,19,0,0,0,0,0,44,0,0,1572,0,0,Young,19,1572,5,2,4,5,5,2455,2455,Medium
9780,High Education,Adult,Together,71499.0,Upper,0,1,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,24,0,0,0,0,0,53,0,1,795,1,0,Adult,26,795,4,5,5,4,4,5544,5544,High
10681,Low Education,Adult,Married,62466.0,Middle,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,21,0,0,0,0,0,54,0,1,889,1,0,Adult,26,889,4,5,5,4,4,5544,5544,High
10232,High Education,Old,Single,48799.0,Middle,0,1,05-11-2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,12,0,0,0,0,0,61,0,1,331,1,0,Old,15,331,3,5,3,3,3,5333,5333,High
4184,High Education,Old,Together,52157.0,Middle,0,1,07-06-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,10,0,0,0,0,0,74,0,1,265,1,0,Old,12,265,3,3,2,3,3,3233,3233,High
9120,Middle Education,Old,Single,66565.0,Middle,0,1,05-12-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,15,0,0,0,0,0,62,0,1,1065,1,0,Old,19,1065,4,1,4,4,4,1444,1444,Low
891,High Education,Old,Together,29298.0,Lower,1,1,07-09-2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,3,0,0,0,0,0,73,0,2,11,1,0,Old,4,11,1,2,1,1,1,2111,2111,Medium
10381,Middle Education,Adult,Single,47691.0,Middle,0,1,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,3,0,0,0,0,0,45,0,1,21,1,0,Adult,4,21,3,3,1,1,3,3113,3113,High
3525,Middle Education,Adult,Together,38200.0,Middle,1,1,07-12-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,3,0,0,0,0,0,54,0,2,17,1,0,Adult,4,17,2,5,1,1,2,5112,5112,High
6818,Middle Education,Adult,Married,44989.0,Middle,0,1,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,11,0,0,0,0,0,50,0,1,369,1,0,Adult,16,369,3,4,3,3,3,4333,4333,High
3526,High Education,Adult,Married,38443.0,Middle,1,1,27-01-2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,4,0,0,0,0,0,56,0,2,38,1,0,Adult,6,38,2,3,1,1,2,3112,3112,High
8181,Low Education,Adult,Single,38593.0,Middle,1,0,13-09-2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,8,0,0,0,0,0,46,0,1,177,1,0,Adult,11,177,2,3,2,2,2,3222,3222,High
1029,High Education,Adult,Together,64413.0,Middle,0,1,01-08-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,11,0,0,0,0,0,54,0,1,279,1,0,Adult,12,279,4,4,2,3,4,4234,4234,High
7369,High Education,Young,Married,36959.0,Middle,1,0,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,5,0,0,0,0,0,43,0,1,62,1,0,Young,7,62,2,3,1,2,2,3122,3122,High
2574,High Education,Adult,Married,61996.0,Middle,0,1,31-01-2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,18,0,1,1,0,1,47,4,1,1230,1,1,Adult,21,1230,4,4,4,5,4,4454,4454,High
8159,Middle Education,Adult,Married,51287.0,Middle,1,1,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,8,0,0,0,0,0,56,0,2,182,1,0,Adult,11,182,3,5,2,2,3,5223,5223,High
1160,Middle Education,Adult,Married,13260.0,Lower,1,1,23-08-2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,6,0,0,0,0,0,54,0,2,49,1,0,Adult,10,49,1,3,2,1,1,3211,3211,High
10242,High Education,Adult,Together,47472.0,Middle,1,1,16-09-2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,6,0,0,0,0,0,58,0,2,75,1,0,Adult,8,75,3,4,2,2,3,4223,4223,High
5253,High Education,Old,Together,54603.0,Middle,1,1,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,10,0,0,0,0,0,68,0,2,227,1,0,Old,16,227,3,1,3,3,3,1333,1333,Low
5966,High Education,Adult,Married,45207.0,Middle,1,1,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,10,0,0,0,0,0,50,1,2,215,1,0,Adult,15,215,3,2,3,3,3,2333,2333,Medium
5314,Middle Education,Old,Together,40689.0,Middle,0,1,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,13,0,0,0,0,0,73,0,1,444,1,0,Old,20,444,2,2,4,3,2,2432,2432,Medium
5081,Low Education,Adult,Together,47821.0,Middle,1,1,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,4,0,0,0,0,0,57,0,2,47,1,0,Adult,5,47,3,3,1,1,3,3113,3113,High
5123,High Education,Old,Married,27450.0,Lower,0,0,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,6,0,0,0,0,0,73,0,0,143,0,0,Old,7,143,1,3,1,2,1,3121,3121,High
5756,Middle Education,Young,Together,39453.0,Middle,1,0,03-04-2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,5,0,0,0,0,0,41,0,1,55,1,0,Young,7,55,2,2,1,1,2,2112,2112,Medium
8036,Low Education,Adult,Together,26850.0,Lower,1,1,18-04-2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,7,0,0,0,0,0,53,0,2,63,1,0,Adult,11,63,1,5,2,2,1,5221,5221,High
9058,Middle Education,Old,Single,79800.0,Upper,0,0,23-09-2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,21,1,1,0,0,1,69,4,0,1867,0,1,Old,22,1867,5,2,4,5,5,2455,2455,Medium
5057,High Education,Old,Married,61794.0,Middle,0,1,14-09-2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,18,0,0,0,0,0,63,0,1,611,1,0,Old,20,611,4,2,4,3,4,2434,2434,Medium
254,Middle Education,Old,Together,53863.0,Middle,0,1,17-05-2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,15,0,0,0,0,0,69,1,1,473,1,0,Old,18,473,3,5,4,3,3,5433,5433,High
4179,Middle Education,Old,Together,24221.0,Lower,0,0,20-08-2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,5,0,0,0,0,0,65,0,0,55,0,0,Old,6,55,1,1,1,1,1,1111,1111,Low
3710,High Education,Young,Single,39684.0,Middle,1,0,12-10-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,5,0,0,0,1,1,40,1,1,81,1,1,Young,7,81,2,3,1,2,2,3122,3122,High
7627,High Education,Adult,Married,92163.0,Upper,0,0,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,21,1,1,0,0,1,49,3,0,2086,0,1,Adult,21,2086,5,4,4,5,5,4455,4455,High
4501,High Education,Adult,Single,69882.0,Upper,0,0,10-11-2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,19,0,0,0,0,0,59,0,0,1478,0,0,Adult,20,1478,4,1,4,5,4,1454,1454,Low
6424,Middle Education,Adult,Together,33178.0,Lower,1,0,30-01-2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,4,0,0,0,0,0,47,0,1,49,1,0,Adult,5,49,2,5,1,1,2,5112,5112,High
3075,High Education,Adult,Married,59973.0,Middle,0,0,11-09-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,14,0,0,0,0,0,52,0,0,382,0,0,Adult,15,382,4,3,3,3,4,3334,3334,High
4992,High Education,Adult,Together,17459.0,Lower,1,0,19-09-2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,6,0,0,0,0,1,49,1,1,69,1,1,Adult,9,69,1,5,2,2,1,5221,5221,High
5252,Middle Education,Adult,Single,23910.0,Lower,1,0,26-10-2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,5,0,0,0,0,0,55,0,1,67,1,0,Adult,6,67,1,1,1,2,1,1121,1121,Low
7444,High Education,Adult,Married,42169.0,Middle,1,1,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,4,0,0,0,0,0,55,0,2,30,1,0,Adult,6,30,2,4,1,1,2,4112,4112,High
6919,Low Education,Adult,Married,26224.0,Lower,1,0,04-06-2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,6,0,0,0,0,0,46,0,1,63,1,0,Adult,9,63,1,4,2,2,1,4221,4221,High
3537,Middle Education,Young,Together,31089.0,Lower,1,0,17-08-2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,7,0,0,0,0,0,43,0,1,79,1,0,Young,10,79,1,3,2,2,1,3221,3221,High
10277,Middle Education,Old,Single,30081.0,Lower,0,1,21-02-2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,4,0,0,0,0,0,63,0,1,42,1,0,Old,5,42,1,4,1,1,1,4111,4111,High
2453,Middle Education,Old,Together,62807.0,Middle,0,1,31-08-2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,20,0,0,0,0,0,64,0,1,819,1,0,Old,23,819,4,1,5,4,4,1544,1544,Low
7972,Middle Education,Old,Single,72906.0,Upper,0,0,17-09-2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,16,0,0,0,0,0,69,0,0,1151,0,0,Old,17,1151,5,2,3,4,5,2345,2345,Medium
895,High Education,Old,Married,61467.0,Middle,0,2,09-12-2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,17,0,0,0,0,0,76,0,2,594,1,0,Old,20,594,4,2,4,3,4,2434,2434,Medium
1177,High Education,Adult,Together,49618.0,Middle,1,1,26-01-2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,7,0,0,0,0,0,58,0,2,129,1,0,Adult,11,129,3,2,2,2,3,2223,2223,Medium
7141,High Education,Young,Single,21888.0,Lower,1,0,29-12-2012,15,88,10,46,2,3,64,4,5,1,2,10,0,0,8,0,0,0,0,1,38,1,1,213,1,1,Young,12,213,1,5,2,3,1,5231,5231,High
7232,Middle Education,Adult,Single,42429.0,Middle,0,1,11-02-2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,5,0,0,0,0,0,51,0,1,67,1,0,Adult,7,67,2,1,1,2,2,1122,1122,Low
8477,Middle Education,Old,Single,26150.0,Lower,2,1,11-03-2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,4,0,0,0,0,0,68,0,3,28,1,0,Old,5,28,1,2,1,1,1,2111,2111,Medium
2457,Low Education,Adult,Married,30801.0,Lower,0,1,26-10-2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,4,0,0,0,0,0,49,0,1,45,1,0,Adult,6,45,1,4,1,1,1,4111,4111,High
988,Middle Education,Adult,Married,81168.0,Upper,0,0,07-05-2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,17,0,1,0,0,0,59,1,0,1193,0,0,Adult,18,1193,5,1,4,5,5,1455,1455,Low
7930,High Education,Adult,Single,26877.0,Lower,0,0,19-08-2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,10,0,0,0,0,0,55,0,0,268,0,0,Adult,12,268,1,2,2,3,1,2231,2231,Medium
4587,High Education,Old,Single,45006.0,Middle,0,0,18-07-2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,11,0,0,0,0,0,80,0,0,266,0,0,Old,12,266,3,1,2,3,3,1233,1233,Low
6682,Low Education,Adult,Married,18978.0,Lower,1,0,11-12-2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,4,0,0,0,0,0,51,0,1,37,1,0,Adult,5,37,1,3,1,1,1,3111,3111,High
6222,Middle Education,Adult,Married,22574.0,Lower,2,1,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,5,0,0,0,0,0,57,0,3,37,1,0,Adult,7,37,1,4,1,1,1,4111,4111,High
10299,High Education,Adult,Single,48240.0,Middle,0,0,09-11-2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,22,0,0,0,0,1,55,1,0,882,0,1,Adult,25,882,3,2,5,4,3,2543,2543,Medium
3083,Middle Education,Adult,Married,45837.0,Middle,1,1,26-07-2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,13,0,0,0,0,0,50,0,2,373,1,0,Adult,18,373,3,1,4,3,3,1433,1433,Low
